business_name,text,predicted_label,prediction_reason,index,rating,error,name,description,category
Space Aliens Grill & Bar,"Awesome pizza , service was very good. Nice bar",Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific aspects like pizza quality, service, and the bar. The 5-star rating is consistent with the positive feedback about food and service.",,,,Space Aliens Grill & Bar,"Mini-chain family eatery with an outer-space theme serving burgers, BBQ & galactic comfort food.",['Bar & grill']
Popeyes Louisiana Kitchen,Tastes the same as the Florida ones do but I'm all about the red beans & rice personally. I have found no qualms with quality or customer service however I generally avoid fast food as well.,Valid,"The review provides a genuine experience comparing this Popeyes location to others, mentions specific menu items (red beans & rice), and comments on quality and customer service. The content is directly relevant to the restaurant and the 4-star rating aligns with the generally positive feedback.",,,,Popeyes Louisiana Kitchen,"Louisiana-accented fast-food chain known for its spicy fried chicken, biscuits & sides.","['Chicken restaurant', 'Cajun restaurant', 'Fast food restaurant', 'Restaurant', 'Seafood restaurant']"
Fort Ransom State Park Visitors Center,"We wanted to kayak and do the trip that is advertised on their website. They are not doing either. On our last night their sewers went down so no toliets, showers or ""dumb"" station as they say, and when we asked what we should do, they had no help for us.",Valid,"The review describes a genuine visit experience to the state park visitors center, mentioning specific services (kayaking, sewers, facilities) and issues encountered during their stay. The 2-star rating is consistent with the negative experience described.",,,,Fort Ransom State Park Visitors Center,,['Visitor center']
Taco Bell,Okay food but the service is not good.,Valid,"The review provides a genuine assessment of both the food quality and service at Taco Bell, which is directly relevant to the restaurant experience. The 3-star rating is consistent with the mixed feedback (okay food but poor service).",,,,Taco Bell,"Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.","['Fast food restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Lunch restaurant', 'Takeout Restaurant', 'Mexican restaurant', 'Restaurant', 'Taco restaurant', 'Tex-Mex restaurant', 'Vegetarian restaurant']"
Marketplace Foods,Good deals,Valid,"The review 'Good deals' is relevant to a grocery store/supermarket, as deals and pricing are common aspects customers evaluate when reviewing grocery stores. The 5-star rating is consistent with the positive sentiment expressed.",,,,Marketplace Foods,"Grocery store offering some organic food, plus a bakery & deli. Some have pharmacies.","['Grocery store', 'Supermarket']"
Eagles Park,Very nice,Valid,"The review provides a genuine positive assessment of the park experience with a 5-star rating that matches the positive sentiment, and the text is relevant to the park location.",,,,Eagles Park,,['Park']
Broken Drum Bar,Always a good time there.,Valid,The review describes a positive experience at the bar with a 5-star rating that matches the positive sentiment. The text is relevant to the business category (Bar) and expresses a genuine opinion about visiting the establishment.,,,,Broken Drum Bar,,['Bar']
Stadium Sports Bar,Best sports bar in all the land!,Valid,The review expresses a positive opinion about the sports bar with a 5-star rating that matches the enthusiastic text. The content is directly relevant to the business category and description.,,,,Stadium Sports Bar,"Laid-back sports bar offering brews, bites & TVs tuned to sports in a casual, lodge–like interior.",['Bar & grill']
Station West Bar & Grill,Food is good but a little pricey for a burger but they hold many fundraisers for local groups.,Valid,"The review provides a genuine experience about the restaurant, commenting on food quality, pricing, and community involvement. The 4-star rating is consistent with the mixed but generally positive feedback about the bar & grill.",,,,Station West Bar & Grill,,['Bar & grill']
Vicky's Place,A comfortable old style bar.,Valid,"The review describes a genuine experience at the bar, with the text 'comfortable old style bar' being directly relevant to the business category 'Bar' and the 5-star rating is consistent with the positive description.",,,,Vicky's Place,,['Bar']
Runnings,Great place with tons of stuff and great employees,Valid,"The review describes a genuine shopping experience at the store, praising both the product selection ('tons of stuff') and staff ('great employees'), which aligns well with the business being a retailer with wide array of supplies. The 5-star rating is consistent with the positive feedback.",,,,Runnings,,['Store']
Scandinavian Heritage Park,"Some buildings are authentic, some are replicas. The volunteers are knowledgeable, the gift shop is nice, and the area is well maintained. The biggest draw apart from the exhibits is that it's perfect for Pokemon Go.",Valid,"The review provides a genuine assessment of the Scandinavian Heritage Park, describing specific aspects like authentic buildings, replicas, knowledgeable volunteers, gift shop, and maintenance. The mention of Pokemon Go as an additional attraction is relevant to the park experience. The 5-star rating aligns with the positive content.",,,,Scandinavian Heritage Park,,"['Park', 'Tourist attraction']"
Pizza Hut,"These people take pride in thier jobs, or at least they did last time I was there.",Valid,"The review describes a genuine experience at Pizza Hut, commenting on the staff's work attitude during a previous visit. The 4-star rating is consistent with the positive observation about employee pride in their work.",,,,Pizza Hut,Family-friendly chain known for its made-to-order pizzas.,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']"
Cracker Barrel Old Country Store,Great place for old fashioned feel good food. The restaurant is clean and the service is excellent and quick.,Valid,"The review describes a genuine dining experience at Cracker Barrel, mentioning the food quality, restaurant cleanliness, and service - all relevant to an American comfort food restaurant. The 5-star rating aligns with the positive feedback provided.",,,,Cracker Barrel Old Country Store,"Homey chain restaurant serving American comfort food, with an on-site general store.","['American restaurant', 'Gift shop', 'Hobby store', 'Restaurant', 'Southern restaurant (US)']"
Ulta Beauty,Super helpful clerks nice selection of merchandise!  Its spendy but worth it!,Valid,"The review describes a genuine shopping experience at Ulta Beauty, mentioning helpful staff and merchandise selection which directly relates to the cosmetics store business. The 5-star rating is consistent with the positive feedback about service and products.",,,,Ulta Beauty,"Chain with a diverse selection of cosmetics & other beauty products, plus on-site salon services.","['Cosmetics store', 'Beauty salon', 'Hairdresser']"
