business_name,text,predicted_label,prediction_reason,description,category
T's billiards,"Now this is a place to have some fun with friends and family.
Not always the best place for kids only because there is a lot of smoke.
It is a smoking environment.
But if you don't mind smoke and you like to play pool this is a great place to go only a dollar a game.
Staff is friendly and helpful very layed back and open seven days a week.",Valid,"The review provides a genuine and detailed experience about the pool hall, describing the atmosphere, pricing ($1 per game), staff quality, smoking environment, and operating schedule. The content is directly relevant to the business category 'Pool hall' and the 5-star rating aligns with the overall positive assessment despite noting some drawbacks.",,['Pool hall']
Crest Foods,Hallelujah!!! Crest FINALLY built a store in Yukon. I have emailed them many times requesting they build a store here. Thank you Crest!!!,Valid,"The review expresses genuine excitement about Crest Foods opening a new store location in Yukon. The reviewer mentions their previous communication with the business requesting this location, showing authentic engagement with the grocery store chain. The 5-star rating aligns with their enthusiastic response to the store opening.",,['Grocery store']
Harkins Theatres Bricktown 16,Always a great place to see a movie,Valid,The review describes a genuine experience at the movie theater with positive feedback that is directly relevant to the business category and services offered.,Modern multiplex chain showing blockbusters & a few independent films; some venues offer childcare.,['Movie theater']
Elmer Thomas Park,Love going here with the grand kids,Valid,"The review describes a genuine experience at the park, mentioning visiting with grandchildren which is relevant to a family-friendly park with playground and splash pad facilities. The 5-star rating aligns with the positive sentiment expressed.","This park features a playground, a splash pad, a covered picnic area, restrooms, a pond & more.","['Park', 'Tourist attraction']"
KFC,Love there chicken sandwich,Valid,"The review describes a genuine experience with KFC's chicken sandwich, which is directly relevant to this chicken restaurant. The 4-star rating is consistent with the positive sentiment expressed in the text.","Fast-food chain known for its buckets of fried chicken, plus wings & sides.","['Chicken restaurant', 'Fast food restaurant']"
Dollar General,They got a good deal on Dr pepper 4 for $10 most of the time it's 3 for 10 but this time it was 3 for 10,Valid,"The review describes a genuine shopping experience at Dollar General, mentioning a specific product (Dr Pepper) and pricing deal, which is relevant to the store's discount retail nature and grocery category. The 5-star rating aligns with the positive experience of finding a good deal.","Bargain retail chain selling a range of household goods, groceries, beauty products & more.","['Dollar store', 'Convenience store', 'Discount store', 'Drug store', 'Grocery store']"
Golden Chick,Some of the best fried chicken in Stillwater.,Valid,"The review describes a genuine dining experience at Golden Chick, praising their fried chicken which directly relates to the business description of a fast-food chain specializing in fried chicken. The 4-star rating is consistent with the positive text.","Fast-food chain specializing in fried & roasted chicken, catfish & Southern-style sides.","['American restaurant', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant']"
Apple Market,Convenient store in Oologah.  Has good meal sales.,Valid,"The review provides a genuine experience about a grocery store, mentioning its convenience and meal sales, which are relevant to the business category and location.",,['Grocery store']
Taqueria Express #2,My husband loves the chicken tacos.,Valid,The review describes a genuine experience with the food at this Mexican restaurant. The mention of 'chicken tacos' is directly relevant to the business category and the 5-star rating is consistent with the positive comment.,,['Mexican restaurant']
River Spirit Casino Resort,Poker tournaments every night at 7!,Valid,"The review mentions poker tournaments, which is directly relevant to a casino's gaming offerings. The content relates to the business category 'Casino' and aligns with the description mentioning 'table & electronic gaming'. The 5-star rating and informational tone about casino activities indicates a genuine experience or knowledge of the venue's services.","Riverside casino offering a steakhouse, casual eateries, table & electronic gaming, & weekend shows.","['Casino', 'Bar', 'Buffet restaurant', 'Gift shop', 'Hamburger restaurant', 'Live music venue', 'Restaurant', 'Sports bar', 'Tourist attraction']"
Starbucks,"A bit small, but staff was very helpful with choosing gifts.",Valid,"The review describes a genuine experience at the Starbucks location, mentioning the physical space (small) and staff service (helpful with choosing gifts). The content is relevant to a coffee shop that would sell gift items, and the 4-star rating aligns with the mixed but overall positive experience described.","Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.","['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']"
Starbucks,Favorite starbucks. Will drive out of my way and past drive thru starbucks to come to this one.,Valid,The review describes a genuine experience and preference for this specific Starbucks location. The 5-star rating is consistent with the positive sentiment expressed about choosing this location over others.,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.","['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']"
